generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9809154617867057,0.005157421814903391,0.009677532942827477,0.0,5000,3172,1.0,7,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.505121855333222,0.5022820683521355,0.49841839464540016,0.49418379425983566,0.08233620539876925,0.08951405318079218,0.08423780218523261,0.08495086289934162
1,0.9182024853704813,0.3100189249893274,0.01929468639076629,0.0,5000,3131,1.0,6,0,1.0,1.0,1.0,1.0,0.3125598856026167,-0.0037457919206948633,0.004101805525628913,-0.016482424238810602,0.4873339878265212,0.5032513908833215,0.49452022908963317,0.49477143040706834,0.08221968777056683,0.09116121429489993,0.0854597617334219,0.08330134486840188
2,0.7930966879861713,0.5985567770676116,0.029366390782804834,0.0,5000,3144,1.0,7,0,1.0,1.0,1.0,1.0,0.6190841486903631,-0.001162292040123674,-0.008871950346609748,-0.009498459762580342,0.48688248581905363,0.5140792228213648,0.4919480343377696,0.4910255950739589,0.08307915416737319,0.09233178000577977,0.08645413641104129,0.0823824012905145
3,0.6759512685874216,0.8165979957691661,0.033999414167438,0.0,5000,3192,1.0,6,0,1.0,1.0,1.0,1.0,0.9138986431675034,-0.01337304798365202,0.0014892099259868185,-0.012629450138415923,0.48140406122431184,0.5270395598088726,0.487294218725113,0.5002761154838649,0.08188451699163268,0.09474901126811296,0.08452738991754372,0.08268425945166087
4,0.6031125859698626,0.942721641522032,0.034566443066992296,0.0,5000,3144,1.0,6,0,1.0,1.0,1.0,1.0,1.235583490104252,-0.006284909636796496,0.019490138416308027,-0.02563829575679266,0.49620119173619687,0.5340154942056916,0.4777147886345902,0.5033599141282373,0.0877319891102642,0.09356051422661915,0.08352212925826605,0.0810933524248652
5,0.5803434564215529,0.9861748292320189,0.03238722263456645,0.0,5000,3180,1.0,7,0,1.0,1.0,1.0,1.0,1.558957884893724,0.007270282878660701,0.04428722924935005,-0.012049359639991765,0.5274477843876908,0.5477456688212446,0.5006898458174662,0.519685823526199,0.09873215833081335,0.08905076692003548,0.07304581943757216,0.08385884383026929
6,0.5663179084770649,1.019280880433483,0.02674280777021559,0.0,5000,3200,1.0,6,0,1.0,1.0,1.0,1.0,1.8819433832973826,-0.002016206302409146,0.03930806417145784,-0.02235633953597019,0.5294380110537713,0.5448260427162119,0.5619900393480627,0.546197590615502,0.08813235062082989,0.07484875311265775,0.047971788596706304,0.060046963614225034
7,0.5387202023192853,1.0716756532811522,0.023046929894421146,0.0,5000,3160,1.0,6,0,1.0,1.0,1.0,1.0,2.2046530526448427,0.0075877158223967515,0.028277051193456783,-0.028846611131179388,0.4832895706713715,0.5731194188572415,0.4853118297782226,0.5261173942248196,0.07947591953948586,0.05033559818189209,0.042063177154863504,0.04910591814335965
8,0.5243641277708558,1.1015288123618596,0.01998652430221976,0.0,5000,3160,1.0,6,0,1.0,1.0,1.0,1.0,2.5289275968087717,-0.0064518009326792955,0.02245680561004775,-0.03265130277614318,0.3972192040602398,0.48986517837392474,0.4887690666853141,0.6236834452207564,0.08495658710117594,0.029161388469971523,0.024633873410711153,0.0306044365547127
9,0.5211183644590547,1.1195842380358068,0.01282496601225131,0.0,5000,3141,1.0,7,0,1.0,1.0,1.0,1.0,2.8566648767530998,-0.024435317129582114,0.0200386601139837,-0.030397142049189356,0.3518894421035055,0.4789758514816498,0.5396340404551074,0.6669169693452242,0.06917518563833208,0.028642481060087294,0.03398950153046577,0.017003828587248297
10,0.5169374916365356,1.133422803408588,0.009016410389275545,0.0,5000,3186,1.0,6,0,1.0,1.0,1.0,1.0,3.1732167575128236,-0.005373213917046593,0.022253210335405112,-0.0480575603438486,0.3540649925372343,0.3696150711682847,0.536954153321279,0.709905695827785,0.09760820729853868,0.020756135515626748,0.015334464126350773,0.001014335681757593
11,0.527816027264721,1.116020790034559,0.008622327666561824,0.0,5000,3168,1.0,7,0,1.0,1.0,1.0,1.0,3.4812925285970007,0.0018048470841964355,0.03540755384052952,-0.06299330319682173,0.45410599339172214,0.323482452402758,0.5766065243879993,0.7201039471716214,0.12581580402627343,0.026754408780294496,0.01976593963526006,0.001307466481404885
12,0.5222781815863123,1.1221099534304004,0.010388445260780607,0.0,5000,3146,1.0,7,0,1.0,1.0,1.0,1.0,3.808489247526809,-0.0002998504366455248,0.04117143373383867,-0.06132011702853676,0.6077560810877415,0.2526286938595169,0.6375074574026378,0.7357671472590027,0.13015938023565335,0.02767805914658663,0.020448325014589288,0.0013526045333943223
13,0.5246122239845357,1.1175744013119981,0.010971639371532928,0.0,5000,3143,1.0,6,0,1.0,1.0,1.0,1.0,4.120728691184917,0.004182598981222276,0.036059836226276475,-0.07621386338267248,0.7612596958689021,0.1818424794140397,0.698350334237092,0.7514154157924423,0.0873496121386592,0.01857467150525632,0.013722816255545769,0.0009077292866257881
14,0.5193853112143227,1.1292421530496095,0.009058313102466213,0.0,5000,3151,1.0,6,0,1.0,1.0,1.0,1.0,4.437787410270788,0.00348000591162942,0.006718730036638466,-0.07235480626041249,0.8738973674020024,0.12990106824172887,0.7429955367997828,0.7628977807754697,0.02595918453775882,0.005520154165857504,0.0040782450068580995,0.00026976550307338
15,0.5191152480673483,1.123412992288319,0.01268004996411432,0.0,5000,3182,1.0,6,0,1.0,1.0,1.0,1.0,4.752643074502461,0.006972340520870776,-4.065465890563079e-05,-0.06219038878504569,0.881806904804845,0.126253686963049,0.7461305705298032,0.7637040846884516,0.020694810591906095,0.0044006985171032315,0.0032512002771716625,0.00021505860410266133
16,0.5185115295097869,1.1327834617652166,0.007960383103900293,0.0,5000,3137,1.0,5,0,1.0,1.0,1.0,1.0,5.0663052688630925,0.01221740026650007,-0.017370277905111815,-0.05473881509447245,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
17,0.5248478596398589,1.1219506907234955,0.008336450772584547,0.0,5000,3145,1.0,6,0,1.0,1.0,1.0,1.0,5.358103882893774,0.007852429071767388,-0.015994241435773687,-0.05896728013241001,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
18,0.5281667989278976,1.1065934730384013,0.013548736438341034,0.0,5000,3204,1.0,5,0,1.0,1.0,1.0,1.0,5.661607151570198,0.008955337330239685,0.005577777675348436,-0.06260070086783485,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
19,0.5263879201984758,1.1077945650948195,0.014537789994384804,0.0,5000,3162,1.0,7,0,1.0,1.0,1.0,1.0,5.9520814651955565,0.011588580680380201,-0.00046909932803035,-0.04550066379996717,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
20,0.5212373105594156,1.120761634608029,0.012084411343281126,0.0,5000,3167,1.0,6,0,1.0,1.0,1.0,1.0,6.267921016518551,0.02054017224657315,0.005706276583262711,-0.05600155662008641,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
21,0.5259603099663391,1.1106978026136451,0.013281788027513985,0.0,5000,3159,1.0,6,0,1.0,1.0,1.0,1.0,6.5744320779735075,0.013086023469167256,-0.004369081302029273,-0.059558778833047804,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
22,0.5203701596809495,1.1199566031089239,0.013315442478647162,0.0,5000,3142,1.0,6,0,1.0,1.0,1.0,1.0,6.864124124195101,0.00819650109098137,0.004756184011471809,-0.0724659230686928,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
23,0.5208817862763127,1.1178986836604006,0.013876655525768753,0.0,5000,3159,1.0,6,0,1.0,1.0,1.0,1.0,7.176485144903852,0.01836324426968247,0.006281617503675421,-0.04538747130624261,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
24,0.5212744927780799,1.1148470413793259,0.015331206223401188,0.0,5000,3171,1.0,6,0,1.0,1.0,1.0,1.0,7.486729135417189,0.01835710533674166,0.010418113016342849,-0.05638520318056754,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
25,0.5241744157166016,1.1112219166939483,0.014653545055022841,0.0,5000,3171,1.0,6,0,1.0,1.0,1.0,1.0,7.780989255289751,0.023232998350066116,0.003450030636989546,-0.04503635242183457,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
26,0.5174173354774454,1.1155942055045742,0.018500334451942105,0.0,5000,3151,1.0,6,0,1.0,1.0,1.0,1.0,8.090134407075523,0.016434539646850425,0.01555325534282647,-0.0509771079733104,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
27,0.5168468882864543,1.134655813293958,0.008338609826742126,0.0,5000,3127,1.0,6,0,1.0,1.0,1.0,1.0,8.39917128698497,-0.0008205046535458629,-0.003192705669525297,-0.056703046886547384,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
28,0.5241100260821112,1.1175672630251805,0.011340185013530379,0.0,5000,3176,1.0,6,0,1.0,1.0,1.0,1.0,8.715601140379846,0.0031749439621326873,-0.010883153570191465,-0.06036582220621331,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
29,0.5173962584881392,1.122955130385611,0.014385411772535366,0.0,5000,3171,1.0,7,0,1.0,1.0,1.0,1.0,9.012471655981127,-0.00011876070052196019,0.001656405349473089,-0.07368789688953059,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
30,0.5217081674073315,1.1149833641727478,0.014708251786237867,0.0,5000,3189,1.0,6,0,1.0,1.0,1.0,1.0,9.310979503821455,-0.005647156637174952,0.014535901901132572,-0.0713461670777663,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
31,0.5210466410134852,1.1173652303595776,0.014230531147671244,0.0,5000,3105,1.0,6,0,1.0,1.0,1.0,1.0,9.627454249666137,0.004799785401580912,0.009498973263254632,-0.06595852987980537,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
32,0.5179992358708326,1.1261477048806663,0.012061382356624932,0.0,5000,3143,1.0,7,0,1.0,1.0,1.0,1.0,9.947999543279785,0.006023621463522708,0.02840635302138922,-0.06045843437619224,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
33,0.5221606373242828,1.113491758190517,0.015129265418947102,0.0,5000,3164,1.0,6,0,1.0,1.0,1.0,1.0,10.25728319088352,-0.011109344807616038,0.033991370365815336,-0.06465112586569781,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
34,0.5205338316992034,1.1101715583040128,0.01863698866917746,0.0,5000,3134,1.0,7,0,1.0,1.0,1.0,1.0,10.561758844356552,-0.00985004098668673,0.033876910699930846,-0.08384296717192065,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
35,0.5137859449972839,1.1350390387863263,0.011074829360032162,0.0,5000,3168,1.0,6,0,1.0,1.0,1.0,1.0,10.871880851499872,-0.012329259785921847,0.02866935496206994,-0.07928188639613906,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
36,0.5225138839588628,1.1115111428699456,0.016047370288033245,0.0,5000,3177,1.0,6,0,1.0,1.0,1.0,1.0,11.17770903601739,0.0005255312959391127,0.026639147902480252,-0.06661852262557068,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
37,0.5145285287912817,1.1303343531467192,0.01312007056934454,0.0,5000,3149,1.0,6,0,1.0,1.0,1.0,1.0,11.494472261909406,0.010262066866436869,0.018323540063760076,-0.05611178551032576,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
38,0.5259921452628572,1.1200427347224844,0.008126937116323523,0.0,5000,3160,1.0,6,0,1.0,1.0,1.0,1.0,11.79816687587776,0.022348617783158817,0.00697461706115742,-0.06421169471394486,0.9112479606932029,0.11267732331462955,0.7577998627470998,0.7667053270312197,1.0223637331664313e-27,1.749146908861987e-28,1.1466216516903847e-27,5.143816836300184e-27
