generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9933746275406262,0.0019570810493701437,0.0033350788922651958,0.0,5000,3147,1.0,7,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5060309891141572,0.491614443098052,0.5115250326086813,0.4998693862572779,0.09185216260535217,0.08527294008140773,0.08507315518188321,0.08679630051685273
1,0.9584257376453293,0.24277516260871693,0.006644450874636136,0.0,5000,3131,1.0,6,0,1.0,1.0,1.0,1.0,0.2513293372267049,0.01346748911458029,-0.007816962277027854,0.007751331329265794,0.5037947973302433,0.4924793502419775,0.5019308183379643,0.4991584229539758,0.0929429644080069,0.0897560460688879,0.08652949013520693,0.08912525342046163
2,0.87496427211726,0.4787237610541937,0.010225578840804257,0.0,5000,3173,1.0,6,0,1.0,1.0,1.0,1.0,0.4887871369926956,0.016736095596270872,-0.005774538617223223,-0.012647030703661197,0.5043818805158647,0.4904583413936813,0.49844206992385026,0.4934110253645531,0.09525908188117053,0.09210303520173796,0.08417300934015648,0.09079367167881809
3,0.7570176950362079,0.7142183704877757,0.013406886173846985,0.0,5000,3154,1.0,7,0,1.0,1.0,1.0,1.0,0.7370234464193877,0.009850230355306331,-0.008183134017715202,-0.01708852161338051,0.5018737849260144,0.4943087191207519,0.4966798832294686,0.4861102900232993,0.09369753422745417,0.09503817328897428,0.08668689014361936,0.09084472338643806
4,0.627990628204994,0.9377107662604613,0.015575459125660154,0.0,5000,3181,1.0,6,0,1.0,1.0,1.0,1.0,0.9868429701523984,0.01388097156163802,-0.022472888441567817,-0.01023646440183338,0.5123678658858516,0.5025059149011718,0.4908660557633581,0.49592535260809684,0.09528941783289226,0.09566072539284769,0.0916805531490656,0.09320315712506305
5,0.5800243265276813,1.0198488047117822,0.015436612158147983,0.0,5000,3194,1.0,7,0,1.0,1.0,1.0,1.0,1.2401811732993004,-0.0032087974716463984,-0.021041680331255017,-0.0018969982904047406,0.33545940736340135,0.48214672713669277,0.49244755281340197,0.5382795348624179,0.06817794775196874,0.0972825751039096,0.09702664252822696,0.09790848261477257
6,0.5603865391863434,1.0559017627646399,0.012917076622206565,0.0,5000,3128,1.0,8,0,1.0,1.0,1.0,1.0,1.5116438938654748,-0.003413909505062131,-0.03416072682692477,-0.015816048000010782,0.210278076506815,0.4662741431803066,0.5212198247344982,0.5819348800890867,0.03152771022028015,0.09381024694357001,0.08791809119854636,0.08978513550731669
7,0.5431065722241923,1.0918139433105813,0.008235119166370318,0.0,5000,3129,1.0,7,0,1.0,1.0,1.0,1.0,1.7826733954230995,-0.023097770163270213,-0.037975040607827894,-0.018843898270995946,0.1616296722476828,0.49369154904031504,0.5588648451859994,0.5988040258511588,0.02141261674529791,0.1007963314190514,0.07985561804942173,0.06824054831170957
8,0.5336542238551694,1.1084866576566954,0.0075501072832519995,0.0,5000,3167,1.0,5,0,1.0,1.0,1.0,1.0,2.037471321624009,-0.030275661396468027,-0.03584156565383166,-0.0073880223446824225,0.1187630836551495,0.5439497864378318,0.5537270490225956,0.5938282682164614,0.0166953810574616,0.08517325297965694,0.07029251865835472,0.0580329488802544
9,0.5294060717350688,1.117154069263595,0.006512335693598176,0.0,5000,3127,1.0,6,0,1.0,1.0,1.0,1.0,2.2817614396387134,-0.02728882927939979,-0.03273546909909011,-0.0048208110110936585,0.0894558215181638,0.5162922465218887,0.5341440316099504,0.5194272495915043,0.009526566232544931,0.06839316126131006,0.07714409899119028,0.07137018470984295
