generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9934819315005776,0.0031060831919633956,0.003278710914073801,0.0,5000,3148,1.0,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4936810332431292,0.5050722132817183,0.49803128463558144,0.4968870000818214,0.08323612183223582,0.08963018739821606,0.08743444068938716,0.08872272465408418
1,0.9591860066575897,0.23953439848393754,0.006627475480266874,0.0,5000,3125,1.0,6,0,1.0,1.0,1.0,1.0,0.24019486457127803,-0.015906709196570105,-0.006145716610583844,-0.002103831779652351,0.4975893280963139,0.4925491844583286,0.4972152908890985,0.498559177853239,0.08857622019122713,0.09103015195521065,0.08941733376510512,0.09136251826233459
2,0.8747375424448474,0.4800926706439035,0.009911059717224372,0.0,5000,3180,1.0,6,0,1.0,1.0,1.0,1.0,0.48343150995817996,-0.017207383970081775,-0.012246414258317496,0.0024618815622276793,0.4962509231752526,0.4964900771503636,0.4967552842579792,0.4894315591997013,0.08689899608521783,0.09503920950823129,0.08585494196939959,0.0953179712134104
3,0.7548990963657306,0.7201978373212972,0.012579849988291645,0.0,5000,3135,1.0,6,0,1.0,1.0,1.0,1.0,0.7307257387186309,-0.01678845595144695,-0.007900332500936101,-0.019770496100333657,0.502138739079203,0.5025129785239606,0.49962699700307156,0.4831755961660273,0.08983297815279702,0.09589295496220071,0.08790133825153194,0.09756941235179034
4,0.6272262854643791,0.9399690005694488,0.015165843116293909,0.0,5000,3173,1.0,6,0,1.0,1.0,1.0,1.0,0.9825867694973646,-0.009093716094948563,-0.017190495532853584,-0.009035966029695204,0.5098390070577851,0.5076603737173757,0.5080425870406463,0.48983345461637,0.09426440032593435,0.09632838057779422,0.08539046213910821,0.09928745019497939
5,0.5748728908524883,1.0293461884543553,0.01497989977936575,0.0,5000,3150,1.0,7,0,1.0,1.0,1.0,1.0,1.2364402693286904,0.0023048145674919515,-0.016400696450835535,-0.00562555577435664,0.3568553795169722,0.5147020291514469,0.5148021418107511,0.5059818540661123,0.0779221259267812,0.09282469057775233,0.08728073235171593,0.10026205432471379
6,0.5714427833773893,1.0302369919600698,0.01697844660982659,0.0,5000,3190,1.0,7,0,1.0,1.0,1.0,1.0,1.4674579880042977,-0.0031286519593231536,-0.026699266757349044,-0.009583244207220572,0.18327405829292293,0.49815382416748316,0.4544401108113976,0.5532502619428317,0.029479878113524694,0.09245145564129546,0.10001733000657695,0.10567488386617609
7,0.5600272873907531,1.0442364281536243,0.019247978394178515,0.0,5000,3151,1.0,7,0,1.0,1.0,1.0,1.0,1.718309594495471,0.010195798863905365,-0.006758526262800657,-0.010195301064313288,0.1341249369499502,0.5011370765092763,0.4202734096555454,0.5357175984454058,0.01646111518857014,0.08497900129635493,0.09051517435213707,0.10828962008328304
8,0.5453642553772549,1.0706931804168778,0.01780105728043426,0.0,5000,3152,1.0,6,0,1.0,1.0,1.0,1.0,1.9682155825445973,0.0033215263982433064,-0.006204444310241145,-0.03344168578912346,0.11259164051835072,0.5110476612612893,0.39210361874996236,0.4548809843691286,0.01554071473619623,0.07296210519268959,0.07325995337728136,0.11155759306737886
9,0.5360202876673779,1.0851676706848798,0.018214240975515772,0.0,5000,3133,1.0,6,0,1.0,1.0,1.0,1.0,2.221940187870691,-0.012533474022010412,-0.009118887107465683,-0.03439168156286311,0.11619561822136923,0.5154368641193455,0.3899219818048727,0.3918521097144143,0.013215120326258014,0.07848452319919029,0.06979895554210132,0.1177424619596658
10,0.52550855471666,1.10038242839204,0.01935612133125294,0.0,5000,3152,1.0,7,0,1.0,1.0,1.0,1.0,2.4741630904436778,-0.022624191386393717,-0.009941913098558451,-0.03791802544554548,0.11998708113350058,0.49610237346486735,0.4438476969033716,0.32054060942225776,0.014111335802422437,0.08167306825396048,0.07293134613380757,0.10641849869216216
11,0.5249086532048275,1.0935303276580661,0.02378704905828852,0.0,5000,3123,1.0,6,0,1.0,1.0,1.0,1.0,2.731271519300153,-0.012256265786203608,-0.0036917170714231614,-0.04851010847004883,0.09000146001316064,0.46719929135133015,0.45345663473489795,0.1985059813941477,0.009611567184839279,0.05584154209826652,0.06115982014441654,0.06340198134791934
12,0.5271363192310262,1.0949969443751058,0.02090720568574673,0.0,5000,3210,1.0,6,0,1.0,1.0,1.0,1.0,2.9675885460359153,0.005714048702592435,-0.009253130077017255,-0.0520379034910891,0.08971003407662116,0.41945685897041396,0.44145216295357215,0.1844314533668408,0.01073585208960621,0.04224142636926756,0.06594147418637993,0.03643048665303666
13,0.5278714132577825,1.0931423566171623,0.021264994237183723,0.0,5000,3168,1.0,6,0,1.0,1.0,1.0,1.0,3.237117557444478,0.002437979141561648,-0.01958944684560386,-0.047683808404206836,0.058757132572375984,0.3679680050771226,0.4195402199356941,0.19301417345936242,0.005084628088374784,0.04316016106806027,0.07098136310131364,0.027937800207207958
14,0.5314935082032994,1.0878353871169217,0.021042819900470047,0.0,5000,3144,1.0,5,0,1.0,1.0,1.0,1.0,3.4953453574749824,0.012059077920734487,-0.005991434896471389,-0.04854085627034523,0.053945324706368196,0.32930646835546007,0.3933920391631372,0.2020120006371674,0.006405153892193383,0.051641463676613555,0.08130769296047502,0.0340335514552038
15,0.5349566758442206,1.0854677470327436,0.01900687801105012,0.0,5000,3136,1.0,6,0,1.0,1.0,1.0,1.0,3.7358903457221246,0.023865316746167414,0.008731994492049672,-0.05729029218338619,0.054737432136334294,0.282048902655154,0.3643762487249342,0.21777112250453748,0.004841349481002256,0.043435792014797935,0.08380469456096448,0.03539659155927033
