generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9802022258389134,0.002968030880887694,0.010046657250596752,0.0,5000,3149,1.0,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5024354728365222,0.5021630074228361,0.49898906020669165,0.48922729774462775,0.08234772394747968,0.08508214348832006,0.0843069403168315,0.0839371928741822
1,0.9450489238403794,0.1843157474961357,0.020134280778985835,0.0,5000,3168,1.0,8,0,1.0,1.0,1.0,1.0,0.11581363501684644,0.1465977255489379,-0.008556998101268976,-0.001425504034640082,0.5010897845141405,0.5025950853664205,0.5025598677040513,0.48721814268629643,0.08042564722965381,0.0847585307781315,0.08543033385625999,0.08231918413923733
2,0.8906585578466464,0.34551313992120797,0.02940265246148458,0.0,5000,3192,1.0,6,0,1.0,1.0,1.0,1.0,0.24487996080208277,0.25533099945753523,-0.007799027389628074,0.014011122303270136,0.49735364302133556,0.5069896225880018,0.5012723528111819,0.47979989510506865,0.08168700127976505,0.08265169785826744,0.08790491595903693,0.08134366998843004
3,0.8253555754505114,0.4951187657813709,0.03755855416815675,0.0,5000,3142,1.0,7,0,1.0,1.0,1.0,1.0,0.36050716313732717,0.3793557572965882,-0.012458778604369903,0.003669441634587869,0.4971559853140504,0.5026045120823222,0.49694200367655894,0.48065987313272523,0.08325023949398665,0.08309339164487602,0.0885471621164204,0.07927389682099323
4,0.7604489668841248,0.624485771977907,0.044054503603317474,0.0,5000,3161,1.0,7,0,1.0,1.0,1.0,1.0,0.4875193222797927,0.4990455608516744,-0.012259874207551896,0.011249387245418019,0.4966158615348414,0.49465906955845385,0.49676927032739443,0.49429588157118454,0.08516241806052831,0.0837240486984289,0.08802688833330657,0.07787962669150279
5,0.6987124207405584,0.7378756223908219,0.04864747603395872,0.0,5000,3154,1.0,6,0,1.0,1.0,1.0,1.0,0.6030661992715625,0.6319818019815723,-0.007833138444828448,0.009011348460339007,0.4998105820197059,0.49096043516295806,0.49713459548992334,0.4944808738789393,0.08582515415939501,0.08459119744504257,0.08725593303106248,0.07821928763548297
6,0.6599794398454364,0.8074685627661854,0.05025995488543279,0.0,5000,3179,1.0,6,0,1.0,1.0,1.0,1.0,0.7259489934334665,0.756493007913881,-0.014888560019567482,0.00894886464364071,0.492585388102622,0.490679585474518,0.4909823437378359,0.5006726809585251,0.08914694164889951,0.08453094969714753,0.08693798594297687,0.07851424262383365
7,0.6333247760366428,0.8565752905055047,0.05022654401842053,0.0,5000,3165,1.0,6,0,1.0,1.0,1.0,1.0,0.8483997893966608,0.8778991958840652,-0.0314564832335574,0.008790124539229036,0.48640913750940273,0.4767261810611042,0.4766554184596595,0.5183824531869756,0.08983212592621903,0.08435916995370171,0.0860122810247984,0.07734529811088711
8,0.6224393187935655,0.8786409756332025,0.048872379344941756,0.0,5000,3167,1.0,6,0,1.0,1.0,1.0,1.0,0.9712514419232704,1.0084206954426305,-0.022303144980289707,0.002164398550504535,0.4678822375732228,0.47206296408465487,0.47222048395520705,0.5180164116646343,0.09252091860563492,0.08523572916480636,0.08674399198226114,0.07587743176863772
9,0.6092193676148545,0.9064249696045606,0.0464899121435447,0.0,5000,3139,1.0,6,0,1.0,1.0,1.0,1.0,1.113368087320954,1.1238218471871215,-0.021529254248988827,0.0033060750802013147,0.4297697932892478,0.47371522224108986,0.4750690384359753,0.5130067777371009,0.09601986589223067,0.0893410578626638,0.08881513242203866,0.07584565904396316
10,0.5938379811069533,0.9367737568179805,0.044818462446446224,0.0,5000,3168,1.0,8,0,1.0,1.0,1.0,1.0,1.2401275669095138,1.2362597829956494,-0.03596876397205452,0.005337552642447759,0.4298252491607389,0.4953740610780413,0.46615577139673725,0.5001850755461368,0.10201531467937881,0.09191127455194416,0.08950080258769047,0.07201991715431047
11,0.5849167018473735,0.9538252510402471,0.04375331816285098,0.0,5000,3126,1.0,7,0,1.0,1.0,1.0,1.0,1.3666090127820423,1.3835749718128545,-0.03737351668652523,0.009980474111920653,0.4085576690007928,0.516940747866456,0.43049688953824544,0.4906856095318426,0.1108483005786972,0.09805253830261713,0.0833381923414498,0.06959198342491915
12,0.5756062223906179,0.9710061690720684,0.043168579123085235,0.0,5000,3133,1.0,6,0,1.0,1.0,1.0,1.0,1.5029009863078415,1.5116187838262038,-0.026654342170899178,0.008862278890014681,0.3757012074554525,0.5330898493014623,0.39915842885889435,0.47406951031305045,0.10961155062812361,0.09596910541668709,0.07474095683967479,0.06524341320318207
13,0.5739737006833598,0.9741392994451749,0.042956263464184984,0.0,5000,3161,1.0,6,0,1.0,1.0,1.0,1.0,1.638407868413239,1.6176084486888342,-0.017155897862063493,-0.0003025662358767042,0.3459784234403122,0.5409150060843201,0.3621885518610165,0.44349154459424217,0.10270812189380167,0.0869584344448685,0.06509079361972311,0.06488997992721225
14,0.5689140801333473,0.9823493295100619,0.04328468749464302,0.0,5000,3152,1.0,6,0,1.0,1.0,1.0,1.0,1.7724074269991201,1.7353925972554833,-0.025440515605305566,0.0025840800502416428,0.3098862186694143,0.557922567336305,0.3274504945257042,0.4241822840963581,0.09410749746622313,0.08122028691831767,0.054558223686706375,0.06025318213413706
15,0.5648448552571889,0.9849306947018583,0.045265888779553336,0.0,5000,3183,1.0,7,0,1.0,1.0,1.0,1.0,1.89942562940305,1.8596086497421105,-0.03752798399497256,0.009174936866071204,0.2737177759895738,0.5872807581535577,0.30330945076303567,0.42172844258183506,0.0858422933428516,0.0743807766606099,0.049931416981914084,0.0517537976464194
16,0.5610131519536425,0.9941062666781642,0.04394848707840042,0.0,5000,3157,1.0,6,0,1.0,1.0,1.0,1.0,2.03010805268648,1.9816376562196552,-0.03308839007695142,0.00833082741292264,0.21802616469501424,0.6240197787919491,0.2649455734550899,0.3937406011483671,0.06110831654882948,0.0481854858004872,0.04265310604913297,0.03759511883921243
17,0.5601836076244272,0.9958448142189328,0.04378385245729483,0.0,5000,3129,1.0,7,0,1.0,1.0,1.0,1.0,2.1561119470679238,2.0980978583794205,-0.051584924536846564,0.011018349013587683,0.17725468370409123,0.6449654754114256,0.229925640301729,0.3871323115696161,0.03874977236806766,0.032820424918409884,0.0285752052788601,0.030092385955949
