generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9931499977209415,0.0023230159321901986,0.003447065430729359,0.0,5000,3119,1.0,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4936233807533833,0.496081716249589,0.4905949473808648,0.4958113583560111,0.08881809467458188,0.0874569313126477,0.09004999384284412,0.08570288539477862
1,0.9738699295895058,0.16269217628212518,0.006715178882618158,0.0,5000,3157,1.0,7,0,1.0,1.0,1.0,1.0,0.10934612779977748,0.1239617853248774,-0.0017293903727252662,-0.012713224109652057,0.4887064046269029,0.497173804538476,0.49029812174768794,0.4886079343514026,0.09212160902547131,0.09073074766625447,0.09173498076198547,0.0899860911156465
2,0.9240218842788281,0.34618915034535863,0.009934666964747714,0.0,5000,3152,1.0,6,0,1.0,1.0,1.0,1.0,0.23808662177344658,0.2595573182809605,0.01233207975779535,-0.02428827103375375,0.48413734272114545,0.5011498159005291,0.4987544067044386,0.4877576526467163,0.09489239044193024,0.09331391991923689,0.09049612806522314,0.0944993754252094
3,0.8562624171496367,0.5124368144763609,0.012934766643823436,0.0,5000,3210,1.0,6,0,1.0,1.0,1.0,1.0,0.3678430033213402,0.3713587626948609,-0.0019410537475310907,-0.031159161284755064,0.49240401494309755,0.4953573098510518,0.4955513161669917,0.481184363261275,0.09603969603809757,0.09615660939666384,0.091607072520516,0.09550576354677814
4,0.7738422380831792,0.674324386522767,0.016529747417140663,0.0,5000,3159,1.0,6,0,1.0,1.0,1.0,1.0,0.4838534835857349,0.5029261512321272,0.0017209551124192325,-0.04310897617237723,0.4904330934976262,0.4946737898935734,0.4929350748721421,0.4926447412123541,0.0998318004364736,0.0953439842803317,0.09081666556388628,0.09713536432984801
5,0.6822882854527194,0.8372686159010531,0.01888168781763111,0.0,5000,3165,1.0,6,0,1.0,1.0,1.0,1.0,0.6202217352396697,0.6325830053911644,0.009019725835862791,-0.027548838315581012,0.485486725054187,0.5130264086430266,0.48897978483171384,0.5075116489335496,0.10380269787447617,0.09799240541196436,0.09462015038797687,0.09799813711178489
6,0.6126793054742257,0.9567790821420425,0.019362029738278306,0.0,5000,3141,1.0,6,0,1.0,1.0,1.0,1.0,0.742359079163069,0.7454042579185278,0.009083584916819746,-0.017001625854108887,0.4924329618259839,0.5232521203198204,0.4905053024529223,0.5076444084676782,0.10298428774892998,0.102285541244174,0.09548728539064413,0.10142435564783775
7,0.5800851863481128,1.0056585032097352,0.02250718529596963,0.0,5000,3199,1.0,6,0,1.0,1.0,1.0,1.0,0.8604550977230704,0.8805924800163326,0.009537123923979525,-0.008114269714148728,0.41845310637365857,0.45515646151947087,0.48169327018054453,0.5339369762704322,0.08999335065663626,0.10210327898348012,0.10227060638208951,0.0978241817014193
8,0.570866144959379,1.0143535690827468,0.025934699705532503,0.0,5000,3122,1.0,6,0,1.0,1.0,1.0,1.0,0.9948033060945461,1.008791709032832,0.016861399516763288,-0.0025594709872174574,0.3154179142173789,0.34880600524066563,0.4720739859080794,0.5788298452445714,0.07398617570816156,0.0775182921938353,0.09998358818392344,0.09856449815288902
9,0.568118651714895,1.0220505542264038,0.02400261957190923,0.0,5000,3166,1.0,6,0,1.0,1.0,1.0,1.0,1.1393308027094045,1.1364477695949708,-0.0006334958117291539,-0.01940186226178883,0.26132801924611443,0.2732829838279286,0.4946426886928661,0.6185447829677289,0.05381635362985849,0.05025634781111293,0.0941786806331616,0.07655715319076543
10,0.5629874823058095,1.0294512880681645,0.02432683591536705,0.0,5000,3146,1.0,7,0,1.0,1.0,1.0,1.0,1.2814785136017248,1.2513977782442267,-0.0044267287846058954,-0.005076860626278478,0.23186431544466718,0.23609368440262102,0.48149871941140227,0.6102304922543219,0.04196522145764859,0.04294999929770028,0.08353723173275908,0.08333976190076996
11,0.5549320860237702,1.0431672555077913,0.023991760353052047,0.0,5000,3163,1.0,6,0,1.0,1.0,1.0,1.0,1.4097739814086794,1.3832886785355736,0.015200866010245676,-0.027149429291917673,0.19495685290293094,0.1937351200270091,0.48025162568616087,0.5528455701118588,0.03356525149450885,0.027995630442623046,0.09229444497241128,0.08888177726755499
12,0.5476115343140185,1.0504606312869367,0.026659241411618514,0.0,5000,3166,1.0,6,0,1.0,1.0,1.0,1.0,1.5298213393508402,1.5318746928037106,0.029328594130930252,-0.025751394248076,0.1515834254495848,0.1591864863411506,0.4956627513230521,0.4696068680303435,0.02386894303600092,0.022962415739154907,0.09454813459416109,0.08857552569649416
13,0.5497375010620524,1.0469965945641695,0.02676263246620351,0.0,5000,3178,1.0,5,0,1.0,1.0,1.0,1.0,1.6500909159293462,1.6453670974498205,0.028025047484221254,-0.02132113237607313,0.14617761155317502,0.16781342200283622,0.5201354101818695,0.4540549534373513,0.02307035147991201,0.02610093187796083,0.09127314761255574,0.08519473414966337
14,0.5511481992158846,1.0427718444210623,0.027724363148593778,0.0,5000,3133,1.0,5,0,1.0,1.0,1.0,1.0,1.7786558695162193,1.767014747806116,0.040820093672072094,-0.02136024032241904,0.12908892744405423,0.15042488083254676,0.5161269997967686,0.41414878634744673,0.017240345595307956,0.022098253886137186,0.07999331210870671,0.07762475986129412
