generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9934249109606939,0.002758086847732265,0.003308248579927648,0.0,5000,3122,1.0,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4973421038918593,0.5009123394842705,0.4984132777326083,0.4949580203448469,0.08885968388694168,0.08795310137597177,0.08920845944957077,0.08767449520375249
1,0.9706151669274288,0.18254280861421412,0.006678419746755387,0.0,5000,3137,1.0,6,0,1.0,1.0,1.0,1.0,0.1356456809497144,0.1260500110172105,0.002687259925949415,0.008061342418643721,0.49373502915003165,0.4936913784437638,0.49514098599157325,0.48554565435247476,0.09280366355204084,0.09110946276838074,0.0910843532963306,0.08989903380033658
2,0.9199000549800854,0.3592858639742375,0.009875163948260973,0.0,5000,3175,1.0,5,0,1.0,1.0,1.0,1.0,0.2566423395351103,0.2571204757161549,0.01027135099671159,0.020502909793801385,0.48983712879619234,0.5035902758935361,0.493088864890364,0.4821392875552602,0.09497655319496313,0.09323843326223237,0.09685536047159116,0.0958035780979732
3,0.8504537123036582,0.5255586539264714,0.012970075444968306,0.0,5000,3205,1.0,5,0,1.0,1.0,1.0,1.0,0.3664800418257529,0.39179702842122044,0.007042893852334059,0.034353608560602635,0.49403963160981057,0.49874255677624196,0.5015626254861129,0.48816118914380374,0.09478578908504076,0.09298278358793244,0.09718829213777422,0.09561692184008425
4,0.7591065142723794,0.7035096698006225,0.016133166791908196,0.0,5000,3174,1.0,7,0,1.0,1.0,1.0,1.0,0.5079051672903366,0.5179683092747297,-0.0018293740750053543,0.0337743426442897,0.5011331198763138,0.497668701621052,0.4922322316395668,0.4924308961598551,0.09360636214805583,0.0942200931372334,0.09735393701246808,0.09588520780608328
5,0.6717681299448588,0.8580950224839856,0.017626720056144383,0.0,5000,3168,1.0,6,0,1.0,1.0,1.0,1.0,0.6256172423590118,0.6516214877517275,-0.0010784159917238115,0.04220754135139679,0.5121982521326153,0.49957358056440726,0.4898029083987324,0.49396025025596,0.09236175892534913,0.09464013993713953,0.09622648874800041,0.09666850262280177
6,0.5997380947368427,0.9802149023089171,0.018499800663906482,0.0,5000,3148,1.0,6,0,1.0,1.0,1.0,1.0,0.7443605356835852,0.7817060655035155,0.0006701690171898767,0.03849189161525358,0.5005301634116212,0.4990943656271218,0.4830253884154684,0.5064494016951196,0.09847746137618539,0.09520971995455846,0.09584703316219355,0.0981485595177193
7,0.5740488195919791,1.015775748830101,0.022129175990061912,0.0,5000,3156,1.0,6,0,1.0,1.0,1.0,1.0,0.8698471275224375,0.8933677953762718,-0.013236594734630925,0.03540513538717907,0.4328384262151906,0.4263757868715908,0.48236854375453647,0.5328316059510044,0.09985882481409464,0.09200306288377785,0.09685393704532566,0.09600608994528624
8,0.5621297256966915,1.0227426812669729,0.028794339199994294,0.0,5000,3162,1.0,6,0,1.0,1.0,1.0,1.0,0.9965023746237885,1.0330477965309353,-0.013357119269362441,0.04228933890523968,0.33892526006899065,0.34232374125499226,0.4792950028549825,0.5288231237316235,0.08026303592863329,0.08022844010294454,0.09972851518801247,0.09940119519079166
9,0.561710427645966,1.0262496425485583,0.02734530661618352,0.0,5000,3166,1.0,6,0,1.0,1.0,1.0,1.0,1.1421458865920253,1.1612585362990075,-0.010654489100509545,0.04291142723371432,0.24354421100106696,0.2327662489815687,0.5005310638139118,0.5002973359773923,0.04834185381580994,0.03851806307046065,0.09797443973991067,0.10245593898787533
