generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,weights_variance_mean,weights_variance_std,lambdas_variance_mean,lambdas_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,mean_weight_0_mean,mean_weight_0_std,mean_weight_1_mean,mean_weight_1_std,mean_weight_2_mean,mean_weight_2_std,mean_weight_3_mean,mean_weight_3_std,alpha_0_mean,alpha_0_std,alpha_1_mean,alpha_1_std,alpha_2_mean,alpha_2_std,alpha_3_mean,alpha_3_std,mean_lambda_0_mean,mean_lambda_0_std,mean_lambda_1_mean,mean_lambda_1_std,mean_lambda_2_mean,mean_lambda_2_std,mean_lambda_3_mean,mean_lambda_3_std,lambda_variance_0_mean,lambda_variance_0_std,lambda_variance_1_mean,lambda_variance_1_std,lambda_variance_2_mean,lambda_variance_2_std,lambda_variance_3_mean,lambda_variance_3_std,extinct_count
20,0.5448826497861387,0.009936777215155488,1.0673521667376682,0.02012715893932541,0.020033720272793452,0.0044852562410988145,0.0,0.0,0.04056523266649471,0.00925114671354112,5000.0,0.0,3167.725,22.75850115890763,1.0,0.0,6.475,0.7066647012551285,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.4940900665158643,0.04569076443680324,2.5137088324105648,0.03637914741598957,-0.003846577753267156,0.03722898392721517,-0.0009243086981591695,0.036132661357168167,0.14141398080790418,0.0241233030116817,0.12926196235566867,0.016947130696998852,0.511834744473274,0.19858660497394556,0.5684588437495866,0.19251425274753262,0.020350823790135725,0.0045092814133635235,0.01839350905796504,0.004141878759525852,0.06541483886036055,0.023598185821730535,0.05810175895751755,0.02086663269859681,0
21,0.5439096495068416,0.009879163847330662,1.0694002102284297,0.020386329349164938,0.019777739858144388,0.004711687886722584,0.0,0.0,0.04034921755114289,0.009623628755344463,5000.0,0.0,3158.275,22.684782895148015,1.0,0.0,6.425,0.8332916656249479,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.619511790229737,0.0471905407673132,2.6401861576996892,0.036339049460188955,-0.003872738350204398,0.037451171681027844,8.202405406314006e-05,0.03650443453682432,0.1383564290021164,0.027633924126988545,0.12815758797034815,0.020859400610941645,0.5114581290103594,0.20004366048851485,0.5673439049476154,0.19697919764932922,0.020272942230585317,0.006019283518706603,0.017925392935004565,0.003885413802824708,0.06436705241532946,0.023691642118449124,0.05883148262365223,0.022554557909998444,0
22,0.5428686167571078,0.009679901636405499,1.0714980043011142,0.020341782265911344,0.01955329028948961,0.004862690578996421,0.0,0.0,0.039915481155182383,0.010022212731670225,5000.0,0.0,3161.7,18.20054944225586,1.0,0.0,6.45,0.7053367989832942,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7445900675574015,0.04953961992088326,2.769060441070644,0.03609892621151215,-0.003803891253460385,0.036388141522568786,-0.0018444175205980114,0.03614657309054542,0.133838465176521,0.027104099608341956,0.12863177892228314,0.02252948157620432,0.5049766748582512,0.20072612915269247,0.5637512400093962,0.20018754120207566,0.01976832050414181,0.005975125135002472,0.017585941147222887,0.004436604835541441,0.06335578598118785,0.02513187276756801,0.058951876988176985,0.023587488978760236,0
23,0.5421129529140162,0.008863189063393739,1.072764831116739,0.018835548826184347,0.01955643270040241,0.004814581035192882,0.0,0.0,0.03942049987268143,0.009861443602820567,5000.0,0.0,3163.4,23.083327316485374,1.0,0.0,6.2,0.5567764362830021,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.870363859698145,0.04959850447759666,2.8931499844777617,0.03857734918089036,-0.003971031196225519,0.03876266976660251,-0.005679711822664404,0.03550956530444915,0.1294583671577015,0.025228906296411887,0.12663898690813807,0.023253728002303912,0.5060305291246862,0.19945043233898108,0.5619101714169306,0.20069877095475405,0.018525072961495345,0.006087097459090721,0.017268842280508463,0.004179814641553452,0.063433668398809,0.024964869634919472,0.058454415849912934,0.023465138159013573,0
24,0.5422450220017195,0.007492671839101375,1.072127159803817,0.016419909412844953,0.019784074239684722,0.004511451853167282,0.0,0.0,0.039327510609752245,0.010358573898160675,5000.0,0.0,3169.325,22.68963144257747,1.0,0.0,6.175,0.5425633603552676,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.9950309274180618,0.05068957552663851,3.017434217312987,0.04169695913026645,-0.004742433727149954,0.03937078761479897,-0.007221374867740116,0.03657299917673299,0.12682759168114022,0.021339568807130196,0.1261339172943635,0.02467907149436606,0.508969308472835,0.19705795077231583,0.5661801039869909,0.19680453556575805,0.017684352378040658,0.004851535608233452,0.01725550701187739,0.0047294848981180755,0.06321306947850386,0.026591437096190013,0.05915711357058706,0.023257921475020895,0
25,0.542101421675091,0.006559205183192647,1.0729408924379233,0.01378554334218575,0.019471076269440897,0.004360479146543957,0.0,0.0,0.03953748731850789,0.010924808096932302,5000.0,0.0,3161.875,19.701760708119465,1.0,0.0,6.35,0.9096702699330126,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.119652942574287,0.05172912156924574,3.1442105226725086,0.041723654941961855,-0.004819525338398041,0.04127037447131457,-0.009241375739598053,0.03598889559248784,0.12529049814832396,0.02137517391498502,0.1256397284339446,0.021039437083417045,0.5121862244351867,0.19388427780445774,0.5728865942922009,0.19454033479813118,0.017519904774269558,0.005092398955737322,0.016896217590548917,0.0043769919678539534,0.06445126708493616,0.02804857488905721,0.059282559824276916,0.02347225354946347,0
26,0.5420142597451717,0.006654426983990525,1.0729637204799378,0.012865069314847887,0.019539858146820865,0.004082626231734809,0.0,0.0,0.040318699875243204,0.010842892649998742,5000.0,0.0,3160.325,25.555222069080127,1.0,0.0,6.375,0.6959705453537527,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.243479281406897,0.05237266121577117,3.2671396914360953,0.04354074122450445,-0.0073628003893485856,0.04439743382948492,-0.006474125154774501,0.034399456429922703,0.12451415342217667,0.017245440438169057,0.12828438277503978,0.021191930427523528,0.5113677590106923,0.18874886393494922,0.577102507191116,0.1921786103167715,0.017247699081453433,0.00430315997800556,0.01739218191391848,0.004790905195836183,0.06568488474126985,0.028104428622489994,0.06095003376433107,0.024644221914572467,0
27,0.541881617743361,0.006407440308776686,1.0734870950690667,0.012912850902377966,0.01935966102155125,0.004061485175298446,0.0,0.0,0.040387105739960565,0.010275085875858032,5000.0,0.0,3165.55,18.354767772979315,1.0,0.0,6.45,0.7729812416870153,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.369729523866687,0.053530765393362933,3.392593382404334,0.04653389126531127,-0.007117955637717966,0.04506618581859209,-0.007791438319863069,0.034830235091631176,0.1248082244934819,0.018228306756296022,0.12771271276220225,0.023719984055028814,0.50532874766272,0.18071290644795857,0.5799826008984428,0.19045029042166214,0.01694809705414301,0.004172816706681143,0.017426702831812756,0.004380820914404269,0.06605294412572778,0.02700772421528836,0.06112067894815874,0.023343184475300684,0
28,0.5407708384833144,0.005529708777266081,1.075840691123267,0.01096102838027479,0.019071538132900457,0.003973854795790057,0.0,0.0,0.04055666729040196,0.009499042291579142,5000.0,0.0,3168.95,19.94235442469118,1.0,0.0,6.2,0.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.4952159623821997,0.056286712069455846,3.5199423798110177,0.05010869323490189,-0.004789780125157834,0.04653825650507955,-0.010454660166470932,0.03532197950350818,0.12732565922566624,0.02248789391730634,0.1284983511250736,0.022800330633678534,0.503710330857384,0.17496936993236378,0.5796620978327699,0.19554120709902914,0.017457437811227668,0.004895495305920526,0.0175191198287618,0.004483316275835229,0.0665843456387398,0.022805598961495005,0.06066576588287855,0.022178662177448075,0
29,0.5405044198666801,0.004993062916389113,1.0753657781680865,0.009295735675740952,0.019573620232385375,0.0038519391747599413,0.0,0.0,0.04093256050743473,0.009075264507260046,5000.0,0.0,3160.1,20.648002324680224,1.0,0.0,6.4,0.6244997998398398,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.6208490952023746,0.0544250061632514,3.644671438674044,0.049053881701854214,-0.0047726605004816906,0.04395696457528931,-0.012219950901534955,0.0376070907105483,0.12963391482665354,0.022386850787376414,0.12840672166657022,0.02085610947026214,0.5033340261047231,0.1734523949914806,0.576504736457065,0.19545202346136872,0.018101674751585136,0.005119883952294618,0.017357852310709257,0.004198225629798649,0.06732174076624989,0.02112169201546514,0.060948974201194675,0.022414444721191203,0
