generation,mean_fitness,distance_from_optimum,phenotype_variance,weights_variance,population_size,n_parents,median_offspring,max_offspring,extinct,mean_weight_0,mean_weight_1,mean_weight_2,mean_weight_3,alpha_0,alpha_1,alpha_2,alpha_3,mean_lambda_0,mean_lambda_1,mean_lambda_2,mean_lambda_3,lambda_variance_0,lambda_variance_1,lambda_variance_2,lambda_variance_3
0,0.9934671543913349,0.001770177962656826,0.003288334698053318,0.0,5000,3167,1.0,7,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.498825385710339,0.500827703102143,0.5015456850326617,0.5072516998635733,0.0869994855437955,0.0835302574076173,0.0862262743589688,0.08531900616104217
1,0.9715675189691055,0.18001274287339833,0.006407204490741813,0.0,5000,3119,1.0,6,0,1.0,1.0,1.0,1.0,0.11711051156514979,0.1401280207947801,0.00543764378057842,-0.020898524545034824,0.5092968345632529,0.5018050454433506,0.5171597713458553,0.5059118007951905,0.08826063990946194,0.08886433195697657,0.08910577576664273,0.08804768506918914
2,0.9176847624551768,0.36657550842303444,0.009760974261378896,0.0,5000,3158,1.0,6,0,1.0,1.0,1.0,1.0,0.24626854903934978,0.28429469622908077,-0.011317504136837093,-0.010922271876600729,0.5071883299718949,0.5027627480929301,0.5173052148571201,0.5082436113053156,0.09224786488910326,0.09168241817154543,0.08994144266929255,0.09078090999385145
3,0.8423069991447868,0.5437207202171455,0.012921351937591797,0.0,5000,3159,1.0,6,0,1.0,1.0,1.0,1.0,0.36543204149265174,0.4264071631111909,0.0011845859373162716,-0.006480673705326657,0.5018841018941813,0.5039112073555366,0.5104563876101129,0.5168017935566289,0.09567950641510628,0.09258018116391956,0.09171485247978411,0.09320121736371202
4,0.7517286492260883,0.7174767727922566,0.016172083087696982,0.0,5000,3160,1.0,6,0,1.0,1.0,1.0,1.0,0.4893825101195304,0.5619185508090132,-0.01579250583249548,0.001688522044226628,0.49830862497740247,0.5088144700004744,0.5003364938877669,0.5162621285235196,0.093620990582279,0.09436960468435446,0.09451851143641847,0.09597853083937942
5,0.679946797759794,0.842582785124545,0.018217108245276045,0.0,5000,3171,1.0,6,0,1.0,1.0,1.0,1.0,0.5970028864495951,0.6691809355191828,-0.006494910702329141,0.020660663886503252,0.5029112419738277,0.5100295011427043,0.5005655956454212,0.5102948943104157,0.09356140777241509,0.0937498840042232,0.09806655497370087,0.09584029627455973
6,0.6012552557944724,0.9762042262428912,0.019329901089583046,0.0,5000,3176,1.0,7,0,1.0,1.0,1.0,1.0,0.7448141614112971,0.7960909853884169,-0.02694562169932018,0.039462349497260796,0.49946919076985596,0.5084668790585656,0.5065657845142979,0.5219313339381719,0.0953058426003647,0.09545977737304724,0.10067808144834968,0.10101655993678375
7,0.573955677816665,1.0118647183763576,0.02460457675427119,0.0,5000,3119,1.0,6,0,1.0,1.0,1.0,1.0,0.8671635469528838,0.9288780642606287,-0.03242160473372764,0.03813183893421706,0.41078883641688824,0.412693499160333,0.5142393798820297,0.5214557020132543,0.08819507762854888,0.08966829222232221,0.10102039972974271,0.10544761243673338
8,0.5776742163782282,0.994051377011028,0.03130172483281764,0.0,5000,3146,1.0,6,0,1.0,1.0,1.0,1.0,0.9849358691765917,1.0513778449579962,-0.04509289504235379,0.023725578303213216,0.34678557389290365,0.2882074158029978,0.5095210734733587,0.5120658589365383,0.07384109364299482,0.06584058983503124,0.10346423652210608,0.11660792632487867
9,0.5963363148022941,0.9590291586043764,0.03411142489094961,0.0,5000,3141,1.0,6,0,1.0,1.0,1.0,1.0,1.1392156016709063,1.1940882719254162,-0.028599722480191776,0.021798292944836553,0.2835816035442754,0.21668144560990904,0.5341595478011177,0.5128855859849442,0.051268748282215816,0.04515037490242046,0.09369294365229121,0.12902430506186355
10,0.6231316991718655,0.9144139625917684,0.034101492171033476,0.0,5000,3166,1.0,7,0,1.0,1.0,1.0,1.0,1.2603730341444366,1.3147962073487394,-0.023234747601157422,0.01163031637910047,0.2452348019037483,0.1801853397038752,0.46933616223719354,0.3911389281893576,0.041617805399163876,0.030152908964161566,0.07919833384407375,0.12357529182777668
11,0.63337417901887,0.9059942628967195,0.029262407272139343,0.0,5000,3131,1.0,7,0,1.0,1.0,1.0,1.0,1.3916436918479447,1.433198045348059,-0.03446134523126956,-0.010009926312933829,0.22270761917485535,0.153385791847795,0.40845037808201196,0.2953212187587896,0.03282557553181732,0.024548784068125835,0.06972593043687844,0.08428496047041224
12,0.6285114267439657,0.9162951178246882,0.028022959078120722,0.0,5000,3154,1.0,6,0,1.0,1.0,1.0,1.0,1.5136498514976264,1.5535804133429398,-0.05110086500855634,-0.0027295603217370812,0.21531674500190337,0.13828855938277615,0.4161190395285623,0.2651474605387251,0.033174452227727094,0.019589198492875,0.05935807633876191,0.05819370128563677
13,0.6228165441970713,0.9252473404533578,0.028098401053014158,0.0,5000,3121,1.0,6,0,1.0,1.0,1.0,1.0,1.627200088130963,1.6853665553078447,-0.04454498628942282,-0.005465924224779092,0.19345257775775257,0.15707451795857347,0.43066041820299733,0.2658088362682769,0.031943069092348175,0.025873683233216406,0.05634165028862233,0.0471106073958771
14,0.6164229321520263,0.9354326712159555,0.027945031858426568,0.0,5000,3175,1.0,5,0,1.0,1.0,1.0,1.0,1.7321603094470448,1.8119542807571383,-0.04670207029580742,-0.0004389651917924937,0.17431134741780308,0.16378008701771204,0.4528148341282023,0.28044248924142223,0.028395244360808664,0.027813737118136898,0.05637361286427364,0.04334295839168152
15,0.6031500349856664,0.9569743792891069,0.0282525875252003,0.0,5000,3126,1.0,7,0,1.0,1.0,1.0,1.0,1.8613400604123003,1.9489123442013876,-0.0692229341822055,0.0035626462456398583,0.16317082297996263,0.16340396924942496,0.467694313810051,0.30193956639847286,0.02530267407840351,0.02846344541108699,0.06340783418063606,0.04740902868499268
16,0.5971484262575139,0.9661774837725351,0.028669589415994654,0.0,5000,3129,1.0,7,0,1.0,1.0,1.0,1.0,1.9975517832172347,2.0958997334682428,-0.07050554065713328,0.0066536002659709405,0.16245878989575535,0.1587946573742399,0.45078945348160704,0.3120350942199487,0.026450863684926003,0.02306228581586017,0.08042920038542464,0.050236724984049574
17,0.594446579749544,0.9664078277914518,0.0308933841769449,0.0,5000,3172,1.0,6,0,1.0,1.0,1.0,1.0,2.1353209297780094,2.223153053998696,-0.04572999636045348,-0.0049288529805187,0.14619971576538854,0.1657919217217462,0.4218268670961048,0.3264529118369947,0.02265238704326433,0.02557526596565452,0.09250338222641298,0.048320782154532595
18,0.5946980965656389,0.9639040325469588,0.03170322588597166,0.0,5000,3182,1.0,6,0,1.0,1.0,1.0,1.0,2.2576353192522127,2.3469032321734,-0.04714803109936461,-0.003610374491743025,0.1436567075196674,0.17846820991554124,0.3647550472145229,0.3280088100753952,0.021355648232123072,0.02974738778199552,0.09144586517770167,0.05126524587313505
19,0.5865894697769056,0.9820967474685828,0.029473483481329013,0.0,5000,3155,1.0,6,0,1.0,1.0,1.0,1.0,2.399538193390264,2.486825276561813,-0.03212842592882438,-0.008226092643844685,0.14198297171053617,0.177175917977528,0.30182627293086056,0.2977724729442936,0.018948997966380603,0.030841676684046585,0.07835399362591244,0.05116186872184137
20,0.5880715872704046,0.980522201424304,0.02902255529623804,0.0,5000,3182,1.0,6,0,1.0,1.0,1.0,1.0,2.5265162207484755,2.598981767526847,-0.02965287150789395,-0.004139391066750683,0.15147041460675148,0.16987640126585246,0.2948169245362333,0.26334058957305506,0.020886216452344404,0.030978065087574537,0.06407566785998688,0.047146946701219286
21,0.5879884496458302,0.9815034564742249,0.02824137393883669,0.0,5000,3138,1.0,6,0,1.0,1.0,1.0,1.0,2.6434389727692036,2.729534655908496,-0.04689060608288774,0.003327712860696652,0.14932055111785678,0.15305696708121105,0.27260297191022037,0.22140954080834568,0.020817050553066877,0.026021253873831574,0.05809528139059946,0.0402414667083036
22,0.5802034672840396,0.995263932129112,0.02730527777212671,0.0,5000,3180,1.0,7,0,1.0,1.0,1.0,1.0,2.7622788443303854,2.867920494710848,-0.05495021088932342,0.007500877807796177,0.15940940591926034,0.138525020546199,0.2610680741899395,0.19799998329853824,0.02181697365619837,0.02013120655992941,0.04695403843928234,0.033405637963156445
23,0.5673222855259931,1.0163793019916219,0.02760621275246021,0.0,5000,3159,1.0,8,0,1.0,1.0,1.0,1.0,2.8914378711563247,3.0064643233517954,-0.046161553175790015,0.006986444858584421,0.16102382771846427,0.12627255060483636,0.2573661911573088,0.20758528266151033,0.02407509726679696,0.01684174200177501,0.0451682350172931,0.037470389512725064
24,0.5621282168394722,1.0246198249976701,0.02763430795342135,0.0,5000,3189,1.0,6,0,1.0,1.0,1.0,1.0,3.01987881273439,3.1342280431841476,-0.040216707882553944,-0.004239861343527887,0.1530162321058558,0.13224947831764564,0.26372926059810586,0.20908185042373315,0.021491422813981743,0.017763407366450094,0.04934045795523237,0.039859059314197746
25,0.5565284328516689,1.0368813149734537,0.02592777614741063,0.0,5000,3172,1.0,6,0,1.0,1.0,1.0,1.0,3.129821583853838,3.262197822916374,-0.0345519894150491,-0.003988988092904586,0.1634512602012608,0.13952533976306217,0.26516335984442047,0.2383729311257076,0.023775754039968705,0.018979733281541192,0.048839580843334715,0.04711710474825279
26,0.5485512879065416,1.0525945503341871,0.024709105664415015,0.0,5000,3224,1.0,7,0,1.0,1.0,1.0,1.0,3.2488731421726644,3.393262635592243,-0.03941111535765416,-0.021015337452292903,0.1557127404206144,0.14247154515873925,0.2609679056597267,0.2633463212055386,0.02207270522453298,0.02067151121081153,0.05301442831606566,0.04703414294693151
27,0.5451063792213635,1.060598562400187,0.023277054528422138,0.0,5000,3170,1.0,7,0,1.0,1.0,1.0,1.0,3.375232470064886,3.5312480166496933,-0.03189366825049217,-0.021560645627234493,0.16098005364278464,0.13752757611901814,0.28975586965778055,0.2902280696754991,0.025553405217102594,0.020584456204550315,0.06106509789027092,0.04706585967565508
28,0.5399778934722026,1.0713931726104986,0.02209999751710913,0.0,5000,3174,1.0,7,0,1.0,1.0,1.0,1.0,3.4805461995568803,3.664669242873544,-0.04064745760419476,-0.012821820969014587,0.1769729123016658,0.13251552509987663,0.3007754389924739,0.3234241133760287,0.027124788777702885,0.01601061823884285,0.06349698063786163,0.05556952490533244
29,0.5381861808532906,1.0750459696545902,0.02182239888190693,0.0,5000,3130,1.0,7,0,1.0,1.0,1.0,1.0,3.6019292278301354,3.773724760651553,-0.04797508590962835,-0.003860348283170648,0.1689724229283204,0.13100617798996744,0.30220864029260364,0.3240727632895952,0.02701813096998439,0.015204440307069942,0.060075476870543335,0.05729470727453766
30,0.5407812709815462,1.072045107829103,0.021161805730269028,0.0,5000,3197,1.0,6,0,1.0,1.0,1.0,1.0,3.7144625825922404,3.897365157827623,-0.038710562758944744,-0.023071331056981448,0.14926511841140927,0.12250523671563024,0.2971724457914061,0.30148512231675595,0.022569270463210785,0.015732597672584923,0.05942467635292582,0.060203545616448834
31,0.542255017952566,1.0654134352401328,0.023395806379815583,0.0,5000,3149,1.0,7,0,1.0,1.0,1.0,1.0,3.8451017964441365,4.027054774478211,-0.032576105788845726,-0.012357624310882533,0.16246469583326004,0.13295896829774728,0.27143150184847276,0.2608968797406878,0.022388067712442478,0.018503745910292108,0.050813532758806026,0.05912579090571826
32,0.5417900749994101,1.063475817379865,0.024841928445652306,0.0,5000,3116,1.0,6,0,1.0,1.0,1.0,1.0,3.98291803812435,4.147758676710312,-0.01633192695899726,-0.006922966021410473,0.19985559530508143,0.151582895739762,0.33066711462527393,0.21687484787653616,0.026566393531966513,0.023852671266257085,0.05397741339137218,0.04684107374141154
33,0.5431983508169307,1.0651577073726985,0.02260309343948666,0.0,5000,3121,1.0,5,0,1.0,1.0,1.0,1.0,4.120459542521228,4.255176119429358,0.004853803986721417,0.009560133108084349,0.2100446575094575,0.20001249281785904,0.38863308177800393,0.20250985042413253,0.027266150891854666,0.04863838638443261,0.05606520961846666,0.04438711688286422
